Scenario;Area;Year;Age;Years
SSP2;Costa Rica;2045;25+;10.31
SSP2;Costa Rica;2050;25+;10.55
SSP2;Costa Rica;2055;25+;10.79
SSP2;Costa Rica;2060;25+;11.02
SSP2;Costa Rica;2065;25+;11.26
SSP2;Costa Rica;2070;25+;11.5
SSP2;Costa Rica;2075;25+;11.73
SSP2;Costa Rica;2080;25+;11.95
SSP2;Costa Rica;2085;25+;12.17
SSP2;Costa Rica;2090;25+;12.37
SSP2;Costa Rica;2095;25+;12.55
SSP2;Costa Rica;2100;25+;12.72
SSP2;Cote d'Ivoire;2020;25+;4.43
SSP2;Cote d'Ivoire;2025;25+;5.02
SSP2;Cote d'Ivoire;2030;25+;5.66
SSP2;Cote d'Ivoire;2035;25+;6.32
SSP2;Cote d'Ivoire;2040;25+;6.96
SSP2;Cote d'Ivoire;2045;25+;7.59
SSP2;Cote d'Ivoire;2050;25+;8.19
SSP2;Cote d'Ivoire;2055;25+;8.75
SSP2;Cote d'Ivoire;2060;25+;9.27
SSP2;Cote d'Ivoire;2065;25+;9.76
SSP2;Cote d'Ivoire;2070;25+;10.21
SSP2;Cote d'Ivoire;2075;25+;10.63
SSP2;Cote d'Ivoire;2080;25+;11.01
SSP2;Cote d'Ivoire;2085;25+;11.36
SSP2;Cote d'Ivoire;2090;25+;11.69
SSP2;Cote d'Ivoire;2095;25+;11.99
SSP2;Cote d'Ivoire;2100;25+;12.27
SSP2;Croatia;2020;25+;11.35
SSP2;Croatia;2025;25+;11.62
SSP2;Croatia;2030;25+;11.82
SSP2;Croatia;2035;25+;11.99
SSP2;Croatia;2040;25+;12.13
SSP2;Croatia;2045;25+;12.25
SSP2;Croatia;2050;25+;12.36
SSP2;Croatia;2055;25+;12.46
SSP2;Croatia;2060;25+;12.54
SSP2;Croatia;2065;25+;12.62
SSP2;Croatia;2070;25+;12.7
SSP2;Croatia;2075;25+;12.77
SSP2;Croatia;2080;25+;12.84
SSP2;Croatia;2085;25+;12.9
SSP2;Croatia;2090;25+;12.96
SSP2;Croatia;2095;25+;13.02
SSP2;Croatia;2100;25+;13.07
SSP2;Cuba;2020;25+;11.29
SSP2;Cuba;2025;25+;11.6
SSP2;Cuba;2030;25+;11.86
SSP2;Cuba;2035;25+;12.08
SSP2;Cuba;2040;25+;12.29
SSP2;Cuba;2045;25+;12.48
SSP2;Cuba;2050;25+;12.67
SSP2;Cuba;2055;25+;12.85
SSP2;Cuba;2060;25+;13.03
SSP2;Cuba;2065;25+;13.22
SSP2;Cuba;2070;25+;13.4
SSP2;Cuba;2075;25+;13.57
SSP2;Cuba;2080;25+;13.72
SSP2;Cuba;2085;25+;13.86
SSP2;Cuba;2090;25+;13.99
SSP2;Cuba;2095;25+;14.11
SSP2;Cuba;2100;25+;14.22
SSP2;Curaçao;2020;25+;10.44
SSP2;Curaçao;2025;25+;10.82
SSP2;Curaçao;2030;25+;11.18
SSP2;Curaçao;2035;25+;11.52
SSP2;Curaçao;2040;25+;11.84
SSP2;Curaçao;2045;25+;12.15
SSP2;Curaçao;2050;25+;12.45
SSP2;Curaçao;2055;25+;12.74
SSP2;Curaçao;2060;25+;13
SSP2;Curaçao;2065;25+;13.25
SSP2;Curaçao;2070;25+;13.47
SSP2;Curaçao;2075;25+;13.67
SSP2;Curaçao;2080;25+;13.85
SSP2;Curaçao;2085;25+;14.02
SSP2;Curaçao;2090;25+;14.19
SSP2;Curaçao;2095;25+;14.35
SSP2;Curaçao;2100;25+;14.49
SSP2;Cyprus;2020;25+;12.51
SSP2;Cyprus;2025;25+;12.83
SSP2;Cyprus;2030;25+;13.09
SSP2;Cyprus;2035;25+;13.33
SSP2;Cyprus;2040;25+;13.54
SSP2;Cyprus;2045;25+;13.72
SSP2;Cyprus;2050;25+;13.87
SSP2;Cyprus;2055;25+;14.01
SSP2;Cyprus;2060;25+;14.13
SSP2;Cyprus;2065;25+;14.25
SSP2;Cyprus;2070;25+;14.37
SSP2;Cyprus;2075;25+;14.48
SSP2;Cyprus;2080;25+;14.59
SSP2;Cyprus;2085;25+;14.69
SSP2;Cyprus;2090;25+;14.77
SSP2;Cyprus;2095;25+;14.85
SSP2;Cyprus;2100;25+;14.92
SSP2;Czech Republic;2020;25+;12.34
SSP2;Czech Republic;2025;25+;12.51
SSP2;Czech Republic;2030;25+;12.66
SSP2;Czech Republic;2035;25+;12.82
SSP2;Czech Republic;2040;25+;12.98
SSP2;Czech Republic;2045;25+;13.14
SSP2;Czech Republic;2050;25+;13.28
SSP2;Czech Republic;2055;25+;13.41
SSP2;Czech Republic;2060;25+;13.53
SSP2;Czech Republic;2065;25+;13.66
SSP2;Czech Republic;2070;25+;13.78
SSP2;Czech Republic;2075;25+;13.87
SSP2;Czech Republic;2080;25+;13.95
SSP2;Czech Republic;2085;25+;14.01
SSP2;Czech Republic;2090;25+;14.06
SSP2;Czech Republic;2095;25+;14.1
SSP2;Czech Republic;2100;25+;14.14
SSP2;Democratic People's Republic of Korea;2020;25+;10.92
SSP2;Democratic People's Republic of Korea;2025;25+;11.13
SSP2;Democratic People's Republic of Korea;2030;25+;11.29
SSP2;Democratic People's Republic of Korea;2035;25+;11.44
SSP2;Democratic People's Republic of Korea;2040;25+;11.58
SSP2;Democratic People's Republic of Korea;2045;25+;11.73
SSP2;Democratic People's Republic of Korea;2050;25+;11.89
SSP2;Democratic People's Republic of Korea;2055;25+;12.06
SSP2;Democratic People's Republic of Korea;2060;25+;12.23
SSP2;Democratic People's Republic of Korea;2065;25+;12.4
SSP2;Democratic People's Republic of Korea;2070;25+;12.57
SSP2;Democratic People's Republic of Korea;2075;25+;12.74
SSP2;Democratic People's Republic of Korea;2080;25+;12.92
SSP2;Democratic People's Republic of Korea;2085;25+;13.08
SSP2;Democratic People's Republic of Korea;2090;25+;13.22
SSP2;Democratic People's Republic of Korea;2095;25+;13.35
SSP2;Democratic People's Republic of Korea;2100;25+;13.47
SSP2;Democratic Republic of the Congo;2020;25+;7
SSP2;Democratic Republic of the Congo;2025;25+;7.37
SSP2;Democratic Republic of the Congo;2030;25+;7.73
SSP2;Democratic Republic of the Congo;2035;25+;8.1
SSP2;Democratic Republic of the Congo;2040;25+;8.47
SSP2;Democratic Republic of the Congo;2045;25+;8.84
SSP2;Democratic Republic of the Congo;2050;25+;9.18
SSP2;Democratic Republic of the Congo;2055;25+;9.5
SSP2;Democratic Republic of the Congo;2060;25+;9.8
SSP2;Democratic Republic of the Congo;2065;25+;10.08
SSP2;Democratic Republic of the Congo;2070;25+;10.35
SSP2;Democratic Republic of the Congo;2075;25+;10.59
SSP2;Democratic Republic of the Congo;2080;25+;10.82
SSP2;Democratic Republic of the Congo;2085;25+;11.04
SSP2;Democratic Republic of the Congo;2090;25+;11.24
SSP2;Democratic Republic of the Congo;2095;25+;11.43
SSP2;Democratic Republic of the Congo;2100;25+;11.62
SSP2;Denmark;2020;25+;12.04
SSP2;Denmark;2025;25+;12.26
SSP2;Denmark;2030;25+;12.46
SSP2;Denmark;2035;25+;12.65
SSP2;Denmark;2040;25+;12.83
SSP2;Denmark;2045;25+;12.99
SSP2;Denmark;2050;25+;13.16
SSP2;Denmark;2055;25+;13.32
SSP2;Denmark;2060;25+;13.47
SSP2;Denmark;2065;25+;13.62
SSP2;Denmark;2070;25+;13.76
SSP2;Denmark;2075;25+;13.9
SSP2;Denmark;2080;25+;14.02
SSP2;Denmark;2085;25+;14.13
SSP2;Denmark;2090;25+;14.23
SSP2;Denmark;2095;25+;14.3
SSP2;Denmark;2100;25+;14.35
SSP2;Djibouti;2020;25+;3.51
SSP2;Djibouti;2025;25+;3.88
SSP2;Djibouti;2030;25+;4.24
SSP2;Djibouti;2035;25+;4.63
SSP2;Djibouti;2040;25+;5.04
SSP2;Djibouti;2045;25+;5.47
SSP2;Djibouti;2050;25+;5.91
SSP2;Djibouti;2055;25+;6.37
SSP2;Djibouti;2060;25+;6.83
SSP2;Djibouti;2065;25+;7.29
SSP2;Djibouti;2070;25+;7.75
SSP2;Djibouti;2075;25+;8.18
SSP2;Djibouti;2080;25+;8.6
SSP2;Djibouti;2085;25+;9.01
SSP2;Djibouti;2090;25+;9.4
SSP2;Djibouti;2095;25+;9.78
SSP2;Djibouti;2100;25+;10.13
SSP2;Dominican Republic;2020;25+;8.57
SSP2;Dominican Republic;2025;25+;9.1
SSP2;Dominican Republic;2030;25+;9.61
SSP2;Dominican Republic;2035;25+;10.09
SSP2;Dominican Republic;2040;25+;10.54
SSP2;Dominican Republic;2045;25+;10.96
SSP2;Dominican Republic;2050;25+;11.35
SSP2;Dominican Republic;2055;25+;11.7
SSP2;Dominican Republic;2060;25+;12.03
SSP2;Dominican Republic;2065;25+;12.33
SSP2;Dominican Republic;2070;25+;12.61
SSP2;Dominican Republic;2075;25+;12.87
SSP2;Dominican Republic;2080;25+;13.11
SSP2;Dominican Republic;2085;25+;13.33
SSP2;Dominican Republic;2090;25+;13.53
SSP2;Dominican Republic;2095;25+;13.71
SSP2;Dominican Republic;2100;25+;13.87
SSP2;Ecuador;2020;25+;9.12
SSP2;Ecuador;2025;25+;9.57
SSP2;Ecuador;2030;25+;9.97
SSP2;Ecuador;2035;25+;10.34
SSP2;Ecuador;2040;25+;10.69
SSP2;Ecuador;2045;25+;11
SSP2;Ecuador;2050;25+;11.29
SSP2;Ecuador;2055;25+;11.56
SSP2;Ecuador;2060;25+;11.82
SSP2;Ecuador;2065;25+;12.06
SSP2;Ecuador;2070;25+;12.29
SSP2;Ecuador;2075;25+;12.52
SSP2;Ecuador;2080;25+;12.74
SSP2;Ecuador;2085;25+;12.95
SSP2;Ecuador;2090;25+;13.14
SSP2;Ecuador;2095;25+;13.31
SSP2;Ecuador;2100;25+;13.47
SSP2;Egypt;2020;25+;7.64
SSP2;Egypt;2025;25+;8.29
SSP2;Egypt;2030;25+;8.9
SSP2;Egypt;2035;25+;9.48
SSP2;Egypt;2040;25+;10.04
SSP2;Egypt;2045;25+;10.52
SSP2;Egypt;2050;25+;10.93
SSP2;Egypt;2055;25+;11.29
SSP2;Egypt;2060;25+;11.61
SSP2;Egypt;2065;25+;11.9
SSP2;Egypt;2070;25+;12.16
SSP2;Egypt;2075;25+;12.38
SSP2;Egypt;2080;25+;12.57
SSP2;Egypt;2085;25+;12.72
SSP2;Egypt;2090;25+;12.85
SSP2;Egypt;2095;25+;12.96
SSP2;Egypt;2100;25+;13.05
SSP2;El Salvador;2020;25+;7.26
SSP2;El Salvador;2025;25+;7.85
SSP2;El Salvador;2030;25+;8.31
SSP2;El Salvador;2035;25+;8.73
SSP2;El Salvador;2040;25+;9.12
SSP2;El Salvador;2045;25+;9.49
SSP2;El Salvador;2050;25+;9.83
SSP2;El Salvador;2055;25+;10.15
SSP2;El Salvador;2060;25+;10.46
SSP2;El Salvador;2065;25+;10.76
SSP2;El Salvador;2070;25+;11.06
SSP2;El Salvador;2075;25+;11.35
SSP2;El Salvador;2080;25+;11.64
SSP2;El Salvador;2085;25+;11.92
SSP2;El Salvador;2090;25+;12.2
SSP2;El Salvador;2095;25+;12.47
SSP2;El Salvador;2100;25+;12.72
SSP2;Equatorial Guinea;2020;25+;6.06
SSP2;Equatorial Guinea;2025;25+;6.43
SSP2;Equatorial Guinea;2030;25+;6.83
SSP2;Equatorial Guinea;2035;25+;7.28
SSP2;Equatorial Guinea;2040;25+;7.71
SSP2;Equatorial Guinea;2045;25+;8.13
SSP2;Equatorial Guinea;2050;25+;8.52
SSP2;Equatorial Guinea;2055;25+;8.9
SSP2;Equatorial Guinea;2060;25+;9.27
SSP2;Equatorial Guinea;2065;25+;9.62
SSP2;Equatorial Guinea;2070;25+;9.94
SSP2;Equatorial Guinea;2075;25+;10.24
SSP2;Equatorial Guinea;2080;25+;10.5
SSP2;Equatorial Guinea;2085;25+;10.74
SSP2;Equatorial Guinea;2090;25+;10.96
SSP2;Equatorial Guinea;2095;25+;11.16
SSP2;Equatorial Guinea;2100;25+;11.34
SSP2;Eritrea;2020;25+;3.14
SSP2;Eritrea;2025;25+;3.57
SSP2;Eritrea;2030;25+;4.04
SSP2;Eritrea;2035;25+;4.53
SSP2;Eritrea;2040;25+;5.01
SSP2;Eritrea;2045;25+;5.47
SSP2;Eritrea;2050;25+;5.95
SSP2;Eritrea;2055;25+;6.43
SSP2;Eritrea;2060;25+;6.9
SSP2;Eritrea;2065;25+;7.36
SSP2;Eritrea;2070;25+;7.8
SSP2;Eritrea;2075;25+;8.22
SSP2;Eritrea;2080;25+;8.62
SSP2;Eritrea;2085;25+;9.02
SSP2;Eritrea;2090;25+;9.41
SSP2;Eritrea;2095;25+;9.78
SSP2;Eritrea;2100;25+;10.13
SSP2;Estonia;2020;25+;12.37
SSP2;Estonia;2025;25+;12.51
SSP2;Estonia;2030;25+;12.61
SSP2;Estonia;2035;25+;12.69
SSP2;Estonia;2040;25+;12.75
SSP2;Estonia;2045;25+;12.8
SSP2;Estonia;2050;25+;12.85
SSP2;Estonia;2055;25+;12.91
SSP2;Estonia;2060;25+;12.96
SSP2;Estonia;2065;25+;13.02
SSP2;Estonia;2070;25+;13.08
SSP2;Estonia;2075;25+;13.15
SSP2;Estonia;2080;25+;13.2
SSP2;Estonia;2085;25+;13.25
SSP2;Estonia;2090;25+;13.3
SSP2;Estonia;2095;25+;13.34
SSP2;Estonia;2100;25+;13.38
SSP2;Ethiopia;2020;25+;2.57
SSP2;Ethiopia;2025;25+;3.04
SSP2;Ethiopia;2030;25+;3.56
SSP2;Ethiopia;2035;25+;4.11
SSP2;Ethiopia;2040;25+;4.66
SSP2;Ethiopia;2045;25+;5.23
SSP2;Ethiopia;2050;25+;5.8
SSP2;Ethiopia;2055;25+;6.35
SSP2;Ethiopia;2060;25+;6.88
SSP2;Ethiopia;2065;25+;7.38
SSP2;Ethiopia;2070;25+;7.86
SSP2;Ethiopia;2075;25+;8.32
SSP2;Ethiopia;2080;25+;8.75
SSP2;Ethiopia;2085;25+;9.15
SSP2;Ethiopia;2090;25+;9.52
SSP2;Ethiopia;2095;25+;9.87
SSP2;Ethiopia;2100;25+;10.18
SSP2;Fiji;2020;25+;11.19
SSP2;Fiji;2025;25+;11.64
SSP2;Fiji;2030;25+;12.05
SSP2;Fiji;2035;25+;12.44
SSP2;Fiji;2040;25+;12.8
SSP2;Fiji;2045;25+;13.11
SSP2;Fiji;2050;25+;13.38
SSP2;Fiji;2055;25+;13.6
SSP2;Fiji;2060;25+;13.8
SSP2;Fiji;2065;25+;13.99
SSP2;Fiji;2070;25+;14.15
SSP2;Fiji;2075;25+;14.31
SSP2;Fiji;2080;25+;14.45
SSP2;Fiji;2085;25+;14.59
SSP2;Fiji;2090;25+;14.73
SSP2;Fiji;2095;25+;14.85
SSP2;Fiji;2100;25+;14.97
SSP2;Finland;2020;25+;11.97
SSP2;Finland;2025;25+;12.19
SSP2;Finland;2030;25+;12.38
SSP2;Finland;2035;25+;12.54
SSP2;Finland;2040;25+;12.68
SSP2;Finland;2045;25+;12.78
SSP2;Finland;2050;25+;12.86
SSP2;Finland;2055;25+;12.91
SSP2;Finland;2060;25+;12.96
SSP2;Finland;2065;25+;13.01
SSP2;Finland;2070;25+;13.06
SSP2;Finland;2075;25+;13.11
SSP2;Finland;2080;25+;13.16
SSP2;Finland;2085;25+;13.21
SSP2;Finland;2090;25+;13.26
SSP2;Finland;2095;25+;13.31
SSP2;Finland;2100;25+;13.35
SSP2;France;2020;25+;11.13
SSP2;France;2025;25+;11.41
SSP2;France;2030;25+;11.67
SSP2;France;2035;25+;11.91
SSP2;France;2040;25+;12.11
SSP2;France;2045;25+;12.29
SSP2;France;2050;25+;12.45
SSP2;France;2055;25+;12.6
SSP2;France;2060;25+;12.72
SSP2;France;2065;25+;12.84
SSP2;France;2070;25+;12.94
SSP2;France;2075;25+;13.03
SSP2;France;2080;25+;13.11
SSP2;France;2085;25+;13.18
SSP2;France;2090;25+;13.25
SSP2;France;2095;25+;13.31
SSP2;France;2100;25+;13.37
SSP2;French Guiana;2020;25+;8.43
SSP2;French Guiana;2025;25+;8.7
SSP2;French Guiana;2030;25+;8.97
SSP2;French Guiana;2035;25+;9.23
SSP2;French Guiana;2040;25+;9.48
SSP2;French Guiana;2045;25+;9.73
SSP2;French Guiana;2050;25+;9.98
SSP2;French Guiana;2055;25+;10.21
SSP2;French Guiana;2060;25+;10.44
SSP2;French Guiana;2065;25+;10.65
SSP2;French Guiana;2070;25+;10.85
SSP2;French Guiana;2075;25+;11.04
SSP2;French Guiana;2080;25+;11.21
SSP2;French Guiana;2085;25+;11.38
SSP2;French Guiana;2090;25+;11.54
SSP2;French Guiana;2095;25+;11.69
SSP2;French Guiana;2100;25+;11.82
SSP2;French Polynesia;2020;25+;10.41
SSP2;French Polynesia;2025;25+;10.69
SSP2;French Polynesia;2030;25+;10.96
SSP2;French Polynesia;2035;25+;11.21
SSP2;French Polynesia;2040;25+;11.45
SSP2;French Polynesia;2045;25+;11.65
SSP2;French Polynesia;2050;25+;11.85
SSP2;French Polynesia;2055;25+;12.03
SSP2;French Polynesia;2060;25+;12.21
SSP2;French Polynesia;2065;25+;12.36
SSP2;French Polynesia;2070;25+;12.49
SSP2;French Polynesia;2075;25+;12.61
SSP2;French Polynesia;2080;25+;12.72
SSP2;French Polynesia;2085;25+;12.81
SSP2;French Polynesia;2090;25+;12.89
SSP2;French Polynesia;2095;25+;12.96
SSP2;French Polynesia;2100;25+;13.02
SSP2;Gabon;2020;25+;8.21
SSP2;Gabon;2025;25+;8.46
SSP2;Gabon;2030;25+;8.61
SSP2;Gabon;2035;25+;8.77
SSP2;Gabon;2040;25+;8.95
SSP2;Gabon;2045;25+;9.15
SSP2;Gabon;2050;25+;9.35
SSP2;Gabon;2055;25+;9.55
SSP2;Gabon;2060;25+;9.76
SSP2;Gabon;2065;25+;9.97
SSP2;Gabon;2070;25+;10.19
SSP2;Gabon;2075;25+;10.41
SSP2;Gabon;2080;25+;10.63
SSP2;Gabon;2085;25+;10.85
SSP2;Gabon;2090;25+;11.07
SSP2;Gabon;2095;25+;11.29
SSP2;Gabon;2100;25+;11.51
SSP2;Gambia;2020;25+;4.95
SSP2;Gambia;2025;25+;5.61
SSP2;Gambia;2030;25+;6.29
SSP2;Gambia;2035;25+;6.98
SSP2;Gambia;2040;25+;7.64
SSP2;Gambia;2045;25+;8.23
SSP2;Gambia;2050;25+;8.74
SSP2;Gambia;2055;25+;9.21
SSP2;Gambia;2060;25+;9.65
SSP2;Gambia;2065;25+;10.04
SSP2;Gambia;2070;25+;10.39
SSP2;Gambia;2075;25+;10.71
SSP2;Gambia;2080;25+;11
SSP2;Gambia;2085;25+;11.25
SSP2;Gambia;2090;25+;11.49
SSP2;Gambia;2095;25+;11.7
SSP2;Gambia;2100;25+;11.9
SSP2;Georgia;2020;25+;11.9
SSP2;Georgia;2025;25+;12.02
SSP2;Georgia;2030;25+;12.11
SSP2;Georgia;2035;25+;12.21
SSP2;Georgia;2040;25+;12.32
SSP2;Georgia;2045;25+;12.43
SSP2;Georgia;2050;25+;12.53
SSP2;Georgia;2055;25+;12.63
SSP2;Georgia;2060;25+;12.72
SSP2;Georgia;2065;25+;12.82
SSP2;Georgia;2070;25+;12.93
SSP2;Georgia;2075;25+;13.03
SSP2;Georgia;2080;25+;13.12
SSP2;Georgia;2085;25+;13.2
SSP2;Georgia;2090;25+;13.27
SSP2;Georgia;2095;25+;13.32
SSP2;Georgia;2100;25+;13.36
SSP2;Germany;2020;25+;13.18
SSP2;Germany;2025;25+;13.28
SSP2;Germany;2030;25+;13.38
SSP2;Germany;2035;25+;13.46
SSP2;Germany;2040;25+;13.54
SSP2;Germany;2045;25+;13.62
SSP2;Germany;2050;25+;13.7
SSP2;Germany;2055;25+;13.78
SSP2;Germany;2060;25+;13.86
SSP2;Germany;2065;25+;13.93
SSP2;Germany;2070;25+;14.01
SSP2;Germany;2075;25+;14.08
SSP2;Germany;2080;25+;14.15
SSP2;Germany;2085;25+;14.21
SSP2;Germany;2090;25+;14.27
SSP2;Germany;2095;25+;14.32
SSP2;Germany;2100;25+;14.37
SSP2;Ghana;2020;25+;7.47
SSP2;Ghana;2025;25+;7.85
SSP2;Ghana;2030;25+;8.25
SSP2;Ghana;2035;25+;8.67
SSP2;Ghana;2040;25+;9.09
SSP2;Ghana;2045;25+;9.49
SSP2;Ghana;2050;25+;9.87
SSP2;Ghana;2055;25+;10.24
SSP2;Ghana;2060;25+;10.59
SSP2;Ghana;2065;25+;10.92
SSP2;Ghana;2070;25+;11.23
SSP2;Ghana;2075;25+;11.52
SSP2;Ghana;2080;25+;11.78
SSP2;Ghana;2085;25+;12.02
SSP2;Ghana;2090;25+;12.24
SSP2;Ghana;2095;25+;12.45
SSP2;Ghana;2100;25+;12.65
SSP2;Greece;2020;25+;10.65
SSP2;Greece;2025;25+;10.99
SSP2;Greece;2030;25+;11.29
SSP2;Greece;2035;25+;11.55
SSP2;Greece;2040;25+;11.77
SSP2;Greece;2045;25+;11.95
SSP2;Greece;2050;25+;12.11
SSP2;Greece;2055;25+;12.25
SSP2;Greece;2060;25+;12.38
SSP2;Greece;2065;25+;12.49
SSP2;Greece;2070;25+;12.6
SSP2;Greece;2075;25+;12.71
SSP2;Greece;2080;25+;12.8
SSP2;Greece;2085;25+;12.89
SSP2;Greece;2090;25+;12.96
SSP2;Greece;2095;25+;13.04
SSP2;Greece;2100;25+;13.1
SSP2;Grenada;2020;25+;10.11
SSP2;Grenada;2025;25+;10.4
SSP2;Grenada;2030;25+;10.65
SSP2;Grenada;2035;25+;10.87
SSP2;Grenada;2040;25+;11.09
SSP2;Grenada;2045;25+;11.28
SSP2;Grenada;2050;25+;11.45
SSP2;Grenada;2055;25+;11.61
SSP2;Grenada;2060;25+;11.75
SSP2;Grenada;2065;25+;11.88
SSP2;Grenada;2070;25+;12
SSP2;Grenada;2075;25+;12.12
SSP2;Grenada;2080;25+;12.24
SSP2;Grenada;2085;25+;12.36
SSP2;Grenada;2090;25+;12.47
SSP2;Grenada;2095;25+;12.57
SSP2;Grenada;2100;25+;12.67
SSP2;Guadeloupe;2020;25+;9.77
SSP2;Guadeloupe;2025;25+;10.11
SSP2;Guadeloupe;2030;25+;10.42
SSP2;Guadeloupe;2035;25+;10.69
SSP2;Guadeloupe;2040;25+;10.94
SSP2;Guadeloupe;2045;25+;11.16
SSP2;Guadeloupe;2050;25+;11.38
SSP2;Guadeloupe;2055;25+;11.58
SSP2;Guadeloupe;2060;25+;11.76
SSP2;Guadeloupe;2065;25+;11.92
SSP2;Guadeloupe;2070;25+;12.05
SSP2;Guadeloupe;2075;25+;12.18
SSP2;Guadeloupe;2080;25+;12.29
SSP2;Guadeloupe;2085;25+;12.4
SSP2;Guadeloupe;2090;25+;12.5
SSP2;Guadeloupe;2095;25+;12.6
SSP2;Guadeloupe;2100;25+;12.69
SSP2;Guam;2020;25+;9.53
SSP2;Guam;2025;25+;9.86
SSP2;Guam;2030;25+;10.19
SSP2;Guam;2035;25+;10.5
SSP2;Guam;2040;25+;10.81
SSP2;Guam;2045;25+;11.08
SSP2;Guam;2050;25+;11.32
SSP2;Guam;2055;25+;11.54
SSP2;Guam;2060;25+;11.74
SSP2;Guam;2065;25+;11.92
SSP2;Guam;2070;25+;12.08
SSP2;Guam;2075;25+;12.22
SSP2;Guam;2080;25+;12.35
SSP2;Guam;2085;25+;12.47
SSP2;Guam;2090;25+;12.58
SSP2;Guam;2095;25+;12.69
SSP2;Guam;2100;25+;12.79
SSP2;Guatemala;2020;25+;5.8
SSP2;Guatemala;2025;25+;6.32
SSP2;Guatemala;2030;25+;6.76
SSP2;Guatemala;2035;25+;7.15
SSP2;Guatemala;2040;25+;7.52
SSP2;Guatemala;2045;25+;7.88
SSP2;Guatemala;2050;25+;8.21
SSP2;Guatemala;2055;25+;8.53
SSP2;Guatemala;2060;25+;8.83
SSP2;Guatemala;2065;25+;9.12
SSP2;Guatemala;2070;25+;9.4
SSP2;Guatemala;2075;25+;9.66
SSP2;Guatemala;2080;25+;9.92
SSP2;Guatemala;2085;25+;10.17
SSP2;Guatemala;2090;25+;10.41
SSP2;Guatemala;2095;25+;10.65
SSP2;Guatemala;2100;25+;10.87
SSP2;Guinea;2020;25+;3.19
SSP2;Guinea;2025;25+;3.81
SSP2;Guinea;2030;25+;4.46
SSP2;Guinea;2035;25+;5.17
SSP2;Guinea;2040;25+;5.92
SSP2;Guinea;2045;25+;6.68
SSP2;Guinea;2050;25+;7.42
SSP2;Guinea;2055;25+;8.12
SSP2;Guinea;2060;25+;8.79
SSP2;Guinea;2065;25+;9.43
SSP2;Guinea;2070;25+;10.03
SSP2;Guinea;2075;25+;10.59
SSP2;Guinea;2080;25+;11.11
SSP2;Guinea;2085;25+;11.59
SSP2;Guinea;2090;25+;12.03
SSP2;Guinea;2095;25+;12.43
SSP2;Guinea;2100;25+;12.78
SSP2;Guinea-Bissau;2020;25+;4.21
SSP2;Guinea-Bissau;2025;25+;4.62
SSP2;Guinea-Bissau;2030;25+;5
SSP2;Guinea-Bissau;2035;25+;5.39
SSP2;Guinea-Bissau;2040;25+;5.77
SSP2;Guinea-Bissau;2045;25+;6.11
SSP2;Guinea-Bissau;2050;25+;6.43
SSP2;Guinea-Bissau;2055;25+;6.74
SSP2;Guinea-Bissau;2060;25+;7.04
SSP2;Guinea-Bissau;2065;25+;7.32
SSP2;Guinea-Bissau;2070;25+;7.59
SSP2;Guinea-Bissau;2075;25+;7.85
SSP2;Guinea-Bissau;2080;25+;8.11
SSP2;Guinea-Bissau;2085;25+;8.35
SSP2;Guinea-Bissau;2090;25+;8.59
SSP2;Guinea-Bissau;2095;25+;8.83
SSP2;Guinea-Bissau;2100;25+;9.05
SSP2;Guyana;2020;25+;9.86
SSP2;Guyana;2025;25+;10.09
SSP2;Guyana;2030;25+;10.29
SSP2;Guyana;2035;25+;10.46
SSP2;Guyana;2040;25+;10.63
SSP2;Guyana;2045;25+;10.8
SSP2;Guyana;2050;25+;10.95
SSP2;Guyana;2055;25+;11.09
SSP2;Guyana;2060;25+;11.23
SSP2;Guyana;2065;25+;11.35
SSP2;Guyana;2070;25+;11.47
SSP2;Guyana;2075;25+;11.58
SSP2;Guyana;2080;25+;11.69
SSP2;Guyana;2085;25+;11.8
SSP2;Guyana;2090;25+;11.91
SSP2;Guyana;2095;25+;12.02
SSP2;Guyana;2100;25+;12.12
SSP2;Haiti;2020;25+;5.62
SSP2;Haiti;2025;25+;6.19
SSP2;Haiti;2030;25+;6.75
SSP2;Haiti;2035;25+;7.28
SSP2;Haiti;2040;25+;7.8
SSP2;Haiti;2045;25+;8.29
SSP2;Haiti;2050;25+;8.76
SSP2;Haiti;2055;25+;9.19
SSP2;Haiti;2060;25+;9.61
SSP2;Haiti;2065;25+;10
SSP2;Haiti;2070;25+;10.37
SSP2;Haiti;2075;25+;10.72
SSP2;Haiti;2080;25+;11.04
SSP2;Haiti;2085;25+;11.34
SSP2;Haiti;2090;25+;11.62
SSP2;Haiti;2095;25+;11.88
SSP2;Haiti;2100;25+;12.12
SSP2;Honduras;2020;25+;6.17
SSP2;Honduras;2025;25+;6.55
SSP2;Honduras;2030;25+;6.91
SSP2;Honduras;2035;25+;7.26
SSP2;Honduras;2040;25+;7.58
SSP2;Honduras;2045;25+;7.91
SSP2;Honduras;2050;25+;8.22
SSP2;Honduras;2055;25+;8.52
SSP2;Honduras;2060;25+;8.82
SSP2;Honduras;2065;25+;9.1
SSP2;Honduras;2070;25+;9.37
SSP2;Honduras;2075;25+;9.64
SSP2;Honduras;2080;25+;9.9
SSP2;Honduras;2085;25+;10.15
SSP2;Honduras;2090;25+;10.4
SSP2;Honduras;2095;25+;10.64
SSP2;Honduras;2100;25+;10.87
