Scenario;Area;Period;Sex;Years
SSP2;Armenia;2085-2090;Female;92
SSP2;Armenia;2090-2095;Female;92.9
SSP2;Armenia;2095-2100;Female;93.7
SSP2;Aruba;2020-2025;Female;78.7
SSP2;Aruba;2025-2030;Female;80.9
SSP2;Aruba;2030-2035;Female;82
SSP2;Aruba;2035-2040;Female;83
SSP2;Aruba;2040-2045;Female;84.1
SSP2;Aruba;2045-2050;Female;85.2
SSP2;Aruba;2050-2055;Female;86.3
SSP2;Aruba;2055-2060;Female;87.4
SSP2;Aruba;2060-2065;Female;88.5
SSP2;Aruba;2065-2070;Female;89.6
SSP2;Aruba;2070-2075;Female;90.6
SSP2;Aruba;2075-2080;Female;91.7
SSP2;Aruba;2080-2085;Female;93
SSP2;Aruba;2085-2090;Female;94.1
SSP2;Aruba;2090-2095;Female;95.1
SSP2;Aruba;2095-2100;Female;96.1
SSP2;Australia;2020-2025;Female;86.3
SSP2;Australia;2025-2030;Female;87.2
SSP2;Australia;2030-2035;Female;88.3
SSP2;Australia;2035-2040;Female;89.4
SSP2;Australia;2040-2045;Female;90.4
SSP2;Australia;2045-2050;Female;91.5
SSP2;Australia;2050-2055;Female;92.6
SSP2;Australia;2055-2060;Female;93.6
SSP2;Australia;2060-2065;Female;94.7
SSP2;Australia;2065-2070;Female;95.7
SSP2;Australia;2070-2075;Female;96.8
SSP2;Australia;2075-2080;Female;97.7
SSP2;Australia;2080-2085;Female;98.6
SSP2;Australia;2085-2090;Female;99.4
SSP2;Australia;2090-2095;Female;100.1
SSP2;Australia;2095-2100;Female;100.7
SSP2;Austria;2020-2025;Female;84.9
SSP2;Austria;2025-2030;Female;86.1
SSP2;Austria;2030-2035;Female;87.2
SSP2;Austria;2035-2040;Female;88.3
SSP2;Austria;2040-2045;Female;89.3
SSP2;Austria;2045-2050;Female;90.4
SSP2;Austria;2050-2055;Female;91.5
SSP2;Austria;2055-2060;Female;92.6
SSP2;Austria;2060-2065;Female;93.7
SSP2;Austria;2065-2070;Female;94.7
SSP2;Austria;2070-2075;Female;95.8
SSP2;Austria;2075-2080;Female;96.8
SSP2;Austria;2080-2085;Female;97.8
SSP2;Austria;2085-2090;Female;98.7
SSP2;Austria;2090-2095;Female;99.5
SSP2;Austria;2095-2100;Female;100.2
SSP2;Azerbaijan;2020-2025;Female;74.8
SSP2;Azerbaijan;2025-2030;Female;77.4
SSP2;Azerbaijan;2030-2035;Female;78.4
SSP2;Azerbaijan;2035-2040;Female;79.3
SSP2;Azerbaijan;2040-2045;Female;80.2
SSP2;Azerbaijan;2045-2050;Female;81.2
SSP2;Azerbaijan;2050-2055;Female;82.1
SSP2;Azerbaijan;2055-2060;Female;83.1
SSP2;Azerbaijan;2060-2065;Female;84
SSP2;Azerbaijan;2065-2070;Female;84.9
SSP2;Azerbaijan;2070-2075;Female;85.9
SSP2;Azerbaijan;2075-2080;Female;86.8
SSP2;Azerbaijan;2080-2085;Female;87.8
SSP2;Azerbaijan;2085-2090;Female;88.7
SSP2;Azerbaijan;2090-2095;Female;89.6
SSP2;Azerbaijan;2095-2100;Female;90.5
SSP2;Bahamas;2020-2025;Female;77.2
SSP2;Bahamas;2025-2030;Female;78.8
SSP2;Bahamas;2030-2035;Female;80
SSP2;Bahamas;2035-2040;Female;81.2
SSP2;Bahamas;2040-2045;Female;82.4
SSP2;Bahamas;2045-2050;Female;83.5
SSP2;Bahamas;2050-2055;Female;84.7
SSP2;Bahamas;2055-2060;Female;85.9
SSP2;Bahamas;2060-2065;Female;87.1
SSP2;Bahamas;2065-2070;Female;88.2
SSP2;Bahamas;2070-2075;Female;89.4
SSP2;Bahamas;2075-2080;Female;90.5
SSP2;Bahamas;2080-2085;Female;91.9
SSP2;Bahamas;2085-2090;Female;93
SSP2;Bahamas;2090-2095;Female;94.1
SSP2;Bahamas;2095-2100;Female;95.2
SSP2;Bahrain;2020-2025;Female;81.3
SSP2;Bahrain;2025-2030;Female;82.9
SSP2;Bahrain;2030-2035;Female;83.8
SSP2;Bahrain;2035-2040;Female;84.6
SSP2;Bahrain;2040-2045;Female;85.5
SSP2;Bahrain;2045-2050;Female;86.3
SSP2;Bahrain;2050-2055;Female;87.2
SSP2;Bahrain;2055-2060;Female;88
SSP2;Bahrain;2060-2065;Female;88.8
SSP2;Bahrain;2065-2070;Female;89.7
SSP2;Bahrain;2070-2075;Female;90.5
SSP2;Bahrain;2075-2080;Female;91.3
SSP2;Bahrain;2080-2085;Female;92.2
SSP2;Bahrain;2085-2090;Female;93.1
SSP2;Bahrain;2090-2095;Female;93.9
SSP2;Bahrain;2095-2100;Female;94.7
SSP2;Bangladesh;2020-2025;Female;74.8
SSP2;Bangladesh;2025-2030;Female;76.1
SSP2;Bangladesh;2030-2035;Female;77.1
SSP2;Bangladesh;2035-2040;Female;78.2
SSP2;Bangladesh;2040-2045;Female;79.2
SSP2;Bangladesh;2045-2050;Female;80.2
SSP2;Bangladesh;2050-2055;Female;81.3
SSP2;Bangladesh;2055-2060;Female;82.3
SSP2;Bangladesh;2060-2065;Female;83.3
SSP2;Bangladesh;2065-2070;Female;84.4
SSP2;Bangladesh;2070-2075;Female;85.4
SSP2;Bangladesh;2075-2080;Female;86.4
SSP2;Bangladesh;2080-2085;Female;87.4
SSP2;Bangladesh;2085-2090;Female;88.4
SSP2;Bangladesh;2090-2095;Female;89.4
SSP2;Bangladesh;2095-2100;Female;90.4
SSP2;Barbados;2020-2025;Female;80
SSP2;Barbados;2025-2030;Female;81.3
SSP2;Barbados;2030-2035;Female;82.5
SSP2;Barbados;2035-2040;Female;83.7
SSP2;Barbados;2040-2045;Female;84.9
SSP2;Barbados;2045-2050;Female;86.1
SSP2;Barbados;2050-2055;Female;87.3
SSP2;Barbados;2055-2060;Female;88.5
SSP2;Barbados;2060-2065;Female;89.7
SSP2;Barbados;2065-2070;Female;90.9
SSP2;Barbados;2070-2075;Female;92.1
SSP2;Barbados;2075-2080;Female;93.7
SSP2;Barbados;2080-2085;Female;94.8
SSP2;Barbados;2085-2090;Female;95.9
SSP2;Barbados;2090-2095;Female;96.9
SSP2;Barbados;2095-2100;Female;97.9
SSP2;Belarus;2020-2025;Female;79
SSP2;Belarus;2025-2030;Female;81
SSP2;Belarus;2030-2035;Female;82
SSP2;Belarus;2035-2040;Female;83
SSP2;Belarus;2040-2045;Female;83.9
SSP2;Belarus;2045-2050;Female;84.9
SSP2;Belarus;2050-2055;Female;85.8
SSP2;Belarus;2055-2060;Female;86.8
SSP2;Belarus;2060-2065;Female;87.7
SSP2;Belarus;2065-2070;Female;88.7
SSP2;Belarus;2070-2075;Female;89.6
SSP2;Belarus;2075-2080;Female;90.6
SSP2;Belarus;2080-2085;Female;91.5
SSP2;Belarus;2085-2090;Female;92.4
SSP2;Belarus;2090-2095;Female;93.4
SSP2;Belarus;2095-2100;Female;94.3
SSP2;Belgium;2020-2025;Female;84.6
SSP2;Belgium;2025-2030;Female;85.8
SSP2;Belgium;2030-2035;Female;86.9
SSP2;Belgium;2035-2040;Female;88
SSP2;Belgium;2040-2045;Female;89.1
SSP2;Belgium;2045-2050;Female;90.2
SSP2;Belgium;2050-2055;Female;91.3
SSP2;Belgium;2055-2060;Female;92.4
SSP2;Belgium;2060-2065;Female;93.5
SSP2;Belgium;2065-2070;Female;94.6
SSP2;Belgium;2070-2075;Female;95.7
SSP2;Belgium;2075-2080;Female;96.7
SSP2;Belgium;2080-2085;Female;97.7
SSP2;Belgium;2085-2090;Female;98.6
SSP2;Belgium;2090-2095;Female;99.4
SSP2;Belgium;2095-2100;Female;100.1
SSP2;Belize;2020-2025;Female;76.7
SSP2;Belize;2025-2030;Female;79.3
SSP2;Belize;2030-2035;Female;80.5
SSP2;Belize;2035-2040;Female;81.6
SSP2;Belize;2040-2045;Female;82.8
SSP2;Belize;2045-2050;Female;84
SSP2;Belize;2050-2055;Female;85.2
SSP2;Belize;2055-2060;Female;86.4
SSP2;Belize;2060-2065;Female;87.5
SSP2;Belize;2065-2070;Female;88.7
SSP2;Belize;2070-2075;Female;89.9
SSP2;Belize;2075-2080;Female;91
SSP2;Belize;2080-2085;Female;92.1
SSP2;Belize;2085-2090;Female;93.4
SSP2;Belize;2090-2095;Female;94.4
SSP2;Belize;2095-2100;Female;95.5
SSP2;Benin;2020-2025;Female;62
SSP2;Benin;2025-2030;Female;63.6
SSP2;Benin;2030-2035;Female;64.8
SSP2;Benin;2035-2040;Female;66
SSP2;Benin;2040-2045;Female;67.2
SSP2;Benin;2045-2050;Female;68.4
SSP2;Benin;2050-2055;Female;69.6
SSP2;Benin;2055-2060;Female;70.8
SSP2;Benin;2060-2065;Female;71.9
SSP2;Benin;2065-2070;Female;73.1
SSP2;Benin;2070-2075;Female;74.3
SSP2;Benin;2075-2080;Female;75.5
SSP2;Benin;2080-2085;Female;76.7
SSP2;Benin;2085-2090;Female;77.9
SSP2;Benin;2090-2095;Female;79
SSP2;Benin;2095-2100;Female;80.2
SSP2;Bhutan;2020-2025;Female;73.9
SSP2;Bhutan;2025-2030;Female;75.1
SSP2;Bhutan;2030-2035;Female;76.3
SSP2;Bhutan;2035-2040;Female;77.4
SSP2;Bhutan;2040-2045;Female;78.6
SSP2;Bhutan;2045-2050;Female;79.8
SSP2;Bhutan;2050-2055;Female;81
SSP2;Bhutan;2055-2060;Female;82.2
SSP2;Bhutan;2060-2065;Female;83.4
SSP2;Bhutan;2065-2070;Female;84.5
SSP2;Bhutan;2070-2075;Female;85.7
SSP2;Bhutan;2075-2080;Female;86.9
SSP2;Bhutan;2080-2085;Female;88.1
SSP2;Bhutan;2085-2090;Female;89.3
SSP2;Bhutan;2090-2095;Female;90.8
SSP2;Bhutan;2095-2100;Female;92
SSP2;Bolivia (Plurinational State of);2020-2025;Female;69
SSP2;Bolivia (Plurinational State of);2025-2030;Female;72.3
SSP2;Bolivia (Plurinational State of);2030-2035;Female;73.3
SSP2;Bolivia (Plurinational State of);2035-2040;Female;74.2
SSP2;Bolivia (Plurinational State of);2040-2045;Female;75.2
SSP2;Bolivia (Plurinational State of);2045-2050;Female;76.2
SSP2;Bolivia (Plurinational State of);2050-2055;Female;77.2
SSP2;Bolivia (Plurinational State of);2055-2060;Female;78.1
SSP2;Bolivia (Plurinational State of);2060-2065;Female;79.1
SSP2;Bolivia (Plurinational State of);2065-2070;Female;80.1
SSP2;Bolivia (Plurinational State of);2070-2075;Female;81
SSP2;Bolivia (Plurinational State of);2075-2080;Female;82
SSP2;Bolivia (Plurinational State of);2080-2085;Female;83
SSP2;Bolivia (Plurinational State of);2085-2090;Female;84
SSP2;Bolivia (Plurinational State of);2090-2095;Female;84.9
SSP2;Bolivia (Plurinational State of);2095-2100;Female;85.9
SSP2;Bosnia and Herzegovina;2020-2025;Female;78.7
SSP2;Bosnia and Herzegovina;2025-2030;Female;81
SSP2;Bosnia and Herzegovina;2030-2035;Female;82.1
SSP2;Bosnia and Herzegovina;2035-2040;Female;83.2
SSP2;Bosnia and Herzegovina;2040-2045;Female;84.3
SSP2;Bosnia and Herzegovina;2045-2050;Female;85.4
SSP2;Bosnia and Herzegovina;2050-2055;Female;86.5
SSP2;Bosnia and Herzegovina;2055-2060;Female;87.5
SSP2;Bosnia and Herzegovina;2060-2065;Female;88.6
SSP2;Bosnia and Herzegovina;2065-2070;Female;89.7
SSP2;Bosnia and Herzegovina;2070-2075;Female;90.8
SSP2;Bosnia and Herzegovina;2075-2080;Female;91.8
SSP2;Bosnia and Herzegovina;2080-2085;Female;92.9
SSP2;Bosnia and Herzegovina;2085-2090;Female;93.9
SSP2;Bosnia and Herzegovina;2090-2095;Female;94.9
SSP2;Bosnia and Herzegovina;2095-2100;Female;95.9
SSP2;Botswana;2020-2025;Female;67.2
SSP2;Botswana;2025-2030;Female;68.8
SSP2;Botswana;2030-2035;Female;69.3
SSP2;Botswana;2035-2040;Female;69.8
SSP2;Botswana;2040-2045;Female;70.3
SSP2;Botswana;2045-2050;Female;70.8
SSP2;Botswana;2050-2055;Female;71.3
SSP2;Botswana;2055-2060;Female;71.8
SSP2;Botswana;2060-2065;Female;72.3
SSP2;Botswana;2065-2070;Female;72.8
SSP2;Botswana;2070-2075;Female;73.2
SSP2;Botswana;2075-2080;Female;73.7
SSP2;Botswana;2080-2085;Female;74.2
SSP2;Botswana;2085-2090;Female;74.7
SSP2;Botswana;2090-2095;Female;75.2
SSP2;Botswana;2095-2100;Female;75.7
SSP2;Brazil;2020-2025;Female;77.9
SSP2;Brazil;2025-2030;Female;80.3
SSP2;Brazil;2030-2035;Female;81.4
SSP2;Brazil;2035-2040;Female;82.4
SSP2;Brazil;2040-2045;Female;83.5
SSP2;Brazil;2045-2050;Female;84.6
SSP2;Brazil;2050-2055;Female;85.7
SSP2;Brazil;2055-2060;Female;86.8
SSP2;Brazil;2060-2065;Female;87.8
SSP2;Brazil;2065-2070;Female;88.9
SSP2;Brazil;2070-2075;Female;90
SSP2;Brazil;2075-2080;Female;91
SSP2;Brazil;2080-2085;Female;92.1
SSP2;Brazil;2085-2090;Female;93.2
SSP2;Brazil;2090-2095;Female;94.2
SSP2;Brazil;2095-2100;Female;95.2
SSP2;Brunei Darussalam;2020-2025;Female;78
SSP2;Brunei Darussalam;2025-2030;Female;79.8
SSP2;Brunei Darussalam;2030-2035;Female;81.1
SSP2;Brunei Darussalam;2035-2040;Female;82.5
SSP2;Brunei Darussalam;2040-2045;Female;83.9
SSP2;Brunei Darussalam;2045-2050;Female;85.2
SSP2;Brunei Darussalam;2050-2055;Female;86.6
SSP2;Brunei Darussalam;2055-2060;Female;88
SSP2;Brunei Darussalam;2060-2065;Female;89.4
SSP2;Brunei Darussalam;2065-2070;Female;90.7
SSP2;Brunei Darussalam;2070-2075;Female;92.2
SSP2;Brunei Darussalam;2075-2080;Female;93.5
SSP2;Brunei Darussalam;2080-2085;Female;94.8
SSP2;Brunei Darussalam;2085-2090;Female;96
SSP2;Brunei Darussalam;2090-2095;Female;97.1
SSP2;Brunei Darussalam;2095-2100;Female;98.2
SSP2;Bulgaria;2020-2025;Female;76.9
SSP2;Bulgaria;2025-2030;Female;80.5
SSP2;Bulgaria;2030-2035;Female;81.5
SSP2;Bulgaria;2035-2040;Female;82.6
SSP2;Bulgaria;2040-2045;Female;83.6
SSP2;Bulgaria;2045-2050;Female;84.6
SSP2;Bulgaria;2050-2055;Female;85.7
SSP2;Bulgaria;2055-2060;Female;86.8
SSP2;Bulgaria;2060-2065;Female;87.8
SSP2;Bulgaria;2065-2070;Female;88.8
SSP2;Bulgaria;2070-2075;Female;89.9
SSP2;Bulgaria;2075-2080;Female;90.9
SSP2;Bulgaria;2080-2085;Female;92
SSP2;Bulgaria;2085-2090;Female;93
SSP2;Bulgaria;2090-2095;Female;94
SSP2;Bulgaria;2095-2100;Female;95
SSP2;Burkina Faso;2020-2025;Female;61.9
SSP2;Burkina Faso;2025-2030;Female;63.6
SSP2;Burkina Faso;2030-2035;Female;64.7
SSP2;Burkina Faso;2035-2040;Female;65.9
SSP2;Burkina Faso;2040-2045;Female;67
SSP2;Burkina Faso;2045-2050;Female;68.2
SSP2;Burkina Faso;2050-2055;Female;69.3
SSP2;Burkina Faso;2055-2060;Female;70.5
SSP2;Burkina Faso;2060-2065;Female;71.6
SSP2;Burkina Faso;2065-2070;Female;72.8
SSP2;Burkina Faso;2070-2075;Female;73.9
SSP2;Burkina Faso;2075-2080;Female;75
SSP2;Burkina Faso;2080-2085;Female;76.2
SSP2;Burkina Faso;2085-2090;Female;77.3
SSP2;Burkina Faso;2090-2095;Female;78.4
SSP2;Burkina Faso;2095-2100;Female;79.6
SSP2;Burundi;2020-2025;Female;63.7
SSP2;Burundi;2025-2030;Female;64.8
SSP2;Burundi;2030-2035;Female;65.6
SSP2;Burundi;2035-2040;Female;66.4
SSP2;Burundi;2040-2045;Female;67.2
SSP2;Burundi;2045-2050;Female;68
SSP2;Burundi;2050-2055;Female;68.8
SSP2;Burundi;2055-2060;Female;69.6
SSP2;Burundi;2060-2065;Female;70.4
SSP2;Burundi;2065-2070;Female;71.2
SSP2;Burundi;2070-2075;Female;72
SSP2;Burundi;2075-2080;Female;72.8
SSP2;Burundi;2080-2085;Female;73.6
SSP2;Burundi;2085-2090;Female;74.4
SSP2;Burundi;2090-2095;Female;75.1
SSP2;Burundi;2095-2100;Female;75.9
SSP2;Cambodia;2020-2025;Female;73
SSP2;Cambodia;2025-2030;Female;74.4
SSP2;Cambodia;2030-2035;Female;75.2
SSP2;Cambodia;2035-2040;Female;76
SSP2;Cambodia;2040-2045;Female;76.9
SSP2;Cambodia;2045-2050;Female;77.7
SSP2;Cambodia;2050-2055;Female;78.5
SSP2;Cambodia;2055-2060;Female;79.3
SSP2;Cambodia;2060-2065;Female;80.2
SSP2;Cambodia;2065-2070;Female;81
SSP2;Cambodia;2070-2075;Female;81.8
SSP2;Cambodia;2075-2080;Female;82.6
SSP2;Cambodia;2080-2085;Female;83.4
SSP2;Cambodia;2085-2090;Female;84.2
SSP2;Cambodia;2090-2095;Female;85
SSP2;Cambodia;2095-2100;Female;85.8
SSP2;Cameroon;2020-2025;Female;62.6
SSP2;Cameroon;2025-2030;Female;64
SSP2;Cameroon;2030-2035;Female;64.9
SSP2;Cameroon;2035-2040;Female;65.8
SSP2;Cameroon;2040-2045;Female;66.7
SSP2;Cameroon;2045-2050;Female;67.6
SSP2;Cameroon;2050-2055;Female;68.5
SSP2;Cameroon;2055-2060;Female;69.4
SSP2;Cameroon;2060-2065;Female;70.3
SSP2;Cameroon;2065-2070;Female;71.3
SSP2;Cameroon;2070-2075;Female;72.2
SSP2;Cameroon;2075-2080;Female;73.1
SSP2;Cameroon;2080-2085;Female;74
SSP2;Cameroon;2085-2090;Female;74.9
SSP2;Cameroon;2090-2095;Female;75.8
SSP2;Cameroon;2095-2100;Female;76.7
SSP2;Canada;2020-2025;Female;85.2
SSP2;Canada;2025-2030;Female;86.4
SSP2;Canada;2030-2035;Female;87.5
SSP2;Canada;2035-2040;Female;88.6
SSP2;Canada;2040-2045;Female;89.6
SSP2;Canada;2045-2050;Female;90.7
SSP2;Canada;2050-2055;Female;91.8
SSP2;Canada;2055-2060;Female;92.9
SSP2;Canada;2060-2065;Female;94
SSP2;Canada;2065-2070;Female;95.1
SSP2;Canada;2070-2075;Female;96.2
SSP2;Canada;2075-2080;Female;97.2
SSP2;Canada;2080-2085;Female;98.1
SSP2;Canada;2085-2090;Female;99
SSP2;Canada;2090-2095;Female;99.8
SSP2;Canada;2095-2100;Female;100.4
SSP2;Cape Verde;2020-2025;Female;79.8
SSP2;Cape Verde;2025-2030;Female;81.9
SSP2;Cape Verde;2030-2035;Female;82.9
SSP2;Cape Verde;2035-2040;Female;83.8
SSP2;Cape Verde;2040-2045;Female;84.8
SSP2;Cape Verde;2045-2050;Female;85.7
SSP2;Cape Verde;2050-2055;Female;86.7
SSP2;Cape Verde;2055-2060;Female;87.7
SSP2;Cape Verde;2060-2065;Female;88.6
SSP2;Cape Verde;2065-2070;Female;89.6
SSP2;Cape Verde;2070-2075;Female;90.5
SSP2;Cape Verde;2075-2080;Female;91.5
SSP2;Cape Verde;2080-2085;Female;92.4
SSP2;Cape Verde;2085-2090;Female;93.3
SSP2;Cape Verde;2090-2095;Female;94.2
SSP2;Cape Verde;2095-2100;Female;95.1
SSP2;Central African Republic;2020-2025;Female;57
SSP2;Central African Republic;2025-2030;Female;58.5
SSP2;Central African Republic;2030-2035;Female;59.8
SSP2;Central African Republic;2035-2040;Female;61.1
SSP2;Central African Republic;2040-2045;Female;62.3
SSP2;Central African Republic;2045-2050;Female;63.6
SSP2;Central African Republic;2050-2055;Female;64.9
SSP2;Central African Republic;2055-2060;Female;66.1
SSP2;Central African Republic;2060-2065;Female;67.4
SSP2;Central African Republic;2065-2070;Female;68.7
SSP2;Central African Republic;2070-2075;Female;69.9
SSP2;Central African Republic;2075-2080;Female;71.2
SSP2;Central African Republic;2080-2085;Female;72.5
SSP2;Central African Republic;2085-2090;Female;73.7
SSP2;Central African Republic;2090-2095;Female;75
SSP2;Central African Republic;2095-2100;Female;76.2
SSP2;Chad;2020-2025;Female;55.1
SSP2;Chad;2025-2030;Female;56.7
SSP2;Chad;2030-2035;Female;58.1
SSP2;Chad;2035-2040;Female;59.5
SSP2;Chad;2040-2045;Female;60.8
SSP2;Chad;2045-2050;Female;62.2
SSP2;Chad;2050-2055;Female;63.6
SSP2;Chad;2055-2060;Female;65
SSP2;Chad;2060-2065;Female;66.4
SSP2;Chad;2065-2070;Female;67.8
SSP2;Chad;2070-2075;Female;69.2
SSP2;Chad;2075-2080;Female;70.5
SSP2;Chad;2080-2085;Female;71.9
SSP2;Chad;2085-2090;Female;73.3
SSP2;Chad;2090-2095;Female;74.6
SSP2;Chad;2095-2100;Female;76
SSP2;Chile;2020-2025;Female;82.8
SSP2;Chile;2025-2030;Female;84.9
SSP2;Chile;2030-2035;Female;86
SSP2;Chile;2035-2040;Female;87.1
SSP2;Chile;2040-2045;Female;88.2
SSP2;Chile;2045-2050;Female;89.4
SSP2;Chile;2050-2055;Female;90.5
SSP2;Chile;2055-2060;Female;91.6
SSP2;Chile;2060-2065;Female;92.7
SSP2;Chile;2065-2070;Female;93.8
SSP2;Chile;2070-2075;Female;94.9
SSP2;Chile;2075-2080;Female;95.9
SSP2;Chile;2080-2085;Female;96.8
SSP2;Chile;2085-2090;Female;97.7
SSP2;Chile;2090-2095;Female;98.6
SSP2;Chile;2095-2100;Female;99.4
SSP2;China;2020-2025;Female;81.3
SSP2;China;2025-2030;Female;82
SSP2;China;2030-2035;Female;82.8
SSP2;China;2035-2040;Female;83.6
SSP2;China;2040-2045;Female;84.4
SSP2;China;2045-2050;Female;85.2
SSP2;China;2050-2055;Female;86
SSP2;China;2055-2060;Female;86.8
SSP2;China;2060-2065;Female;87.6
SSP2;China;2065-2070;Female;88.4
SSP2;China;2070-2075;Female;89.2
SSP2;China;2075-2080;Female;90
SSP2;China;2080-2085;Female;90.8
SSP2;China;2085-2090;Female;91.6
SSP2;China;2090-2095;Female;92.4
SSP2;China;2095-2100;Female;93.2
SSP2;Colombia;2020-2025;Female;78.8
SSP2;Colombia;2025-2030;Female;81.6
SSP2;Colombia;2030-2035;Female;82.6
SSP2;Colombia;2035-2040;Female;83.7
SSP2;Colombia;2040-2045;Female;84.7
SSP2;Colombia;2045-2050;Female;85.6
SSP2;Colombia;2050-2055;Female;86.6
SSP2;Colombia;2055-2060;Female;87.6
SSP2;Colombia;2060-2065;Female;88.6
SSP2;Colombia;2065-2070;Female;89.6
SSP2;Colombia;2070-2075;Female;90.6
SSP2;Colombia;2075-2080;Female;91.6
SSP2;Colombia;2080-2085;Female;92.6
SSP2;Colombia;2085-2090;Female;93.7
SSP2;Colombia;2090-2095;Female;94.6
SSP2;Colombia;2095-2100;Female;95.6
SSP2;Comoros;2020-2025;Female;66.3
SSP2;Comoros;2025-2030;Female;67.5
SSP2;Comoros;2030-2035;Female;68.4
SSP2;Comoros;2035-2040;Female;69.2
SSP2;Comoros;2040-2045;Female;70
SSP2;Comoros;2045-2050;Female;70.9
SSP2;Comoros;2050-2055;Female;71.7
SSP2;Comoros;2055-2060;Female;72.5
SSP2;Comoros;2060-2065;Female;73.4
SSP2;Comoros;2065-2070;Female;74.2
SSP2;Comoros;2070-2075;Female;75.1
SSP2;Comoros;2075-2080;Female;75.9
SSP2;Comoros;2080-2085;Female;76.7
SSP2;Comoros;2085-2090;Female;77.5
SSP2;Comoros;2090-2095;Female;78.4
SSP2;Comoros;2095-2100;Female;79.2
SSP2;Congo;2020-2025;Female;65.5
SSP2;Congo;2025-2030;Female;66.7
SSP2;Congo;2030-2035;Female;67.6
SSP2;Congo;2035-2040;Female;68.6
SSP2;Congo;2040-2045;Female;69.5
SSP2;Congo;2045-2050;Female;70.4
SSP2;Congo;2050-2055;Female;71.4
SSP2;Congo;2055-2060;Female;72.3
SSP2;Congo;2060-2065;Female;73.3
SSP2;Congo;2065-2070;Female;74.2
SSP2;Congo;2070-2075;Female;75.1
SSP2;Congo;2075-2080;Female;76.1
SSP2;Congo;2080-2085;Female;77
SSP2;Congo;2085-2090;Female;77.9
SSP2;Congo;2090-2095;Female;78.9
SSP2;Congo;2095-2100;Female;79.8
SSP2;Costa Rica;2020-2025;Female;81.7
SSP2;Costa Rica;2025-2030;Female;84
SSP2;Costa Rica;2030-2035;Female;85
SSP2;Costa Rica;2035-2040;Female;86.1
SSP2;Costa Rica;2040-2045;Female;87.1
SSP2;Costa Rica;2045-2050;Female;88.2
SSP2;Costa Rica;2050-2055;Female;89.2
SSP2;Costa Rica;2055-2060;Female;90.2
SSP2;Costa Rica;2060-2065;Female;91.3
SSP2;Costa Rica;2065-2070;Female;92.3
SSP2;Costa Rica;2070-2075;Female;93.3
SSP2;Costa Rica;2075-2080;Female;94.5
SSP2;Costa Rica;2080-2085;Female;95.5
SSP2;Costa Rica;2085-2090;Female;96.4
SSP2;Costa Rica;2090-2095;Female;97.3
SSP2;Costa Rica;2095-2100;Female;98.2
SSP2;Cote d'Ivoire;2020-2025;Female;60.7
SSP2;Cote d'Ivoire;2025-2030;Female;62.2
SSP2;Cote d'Ivoire;2030-2035;Female;63.4
SSP2;Cote d'Ivoire;2035-2040;Female;64.7
SSP2;Cote d'Ivoire;2040-2045;Female;65.9
SSP2;Cote d'Ivoire;2045-2050;Female;67.2
SSP2;Cote d'Ivoire;2050-2055;Female;68.4
SSP2;Cote d'Ivoire;2055-2060;Female;69.7
SSP2;Cote d'Ivoire;2060-2065;Female;70.9
SSP2;Cote d'Ivoire;2065-2070;Female;72.1
SSP2;Cote d'Ivoire;2070-2075;Female;73.4
SSP2;Cote d'Ivoire;2075-2080;Female;74.6
SSP2;Cote d'Ivoire;2080-2085;Female;75.9
SSP2;Cote d'Ivoire;2085-2090;Female;77.1
SSP2;Cote d'Ivoire;2090-2095;Female;78.3
SSP2;Cote d'Ivoire;2095-2100;Female;79.5
SSP2;Croatia;2020-2025;Female;81.9
SSP2;Croatia;2025-2030;Female;83.2
SSP2;Croatia;2030-2035;Female;84.3
SSP2;Croatia;2035-2040;Female;85.3
SSP2;Croatia;2040-2045;Female;86.4
SSP2;Croatia;2045-2050;Female;87.4
SSP2;Croatia;2050-2055;Female;88.5
SSP2;Croatia;2055-2060;Female;89.5
SSP2;Croatia;2060-2065;Female;90.6
SSP2;Croatia;2065-2070;Female;91.6
SSP2;Croatia;2070-2075;Female;92.6
SSP2;Croatia;2075-2080;Female;93.7
SSP2;Croatia;2080-2085;Female;94.7
SSP2;Croatia;2085-2090;Female;95.6
SSP2;Croatia;2090-2095;Female;96.5
SSP2;Croatia;2095-2100;Female;97.4
SSP2;Cuba;2020-2025;Female;80.1
SSP2;Cuba;2025-2030;Female;82.3
SSP2;Cuba;2030-2035;Female;83.5
SSP2;Cuba;2035-2040;Female;84.6
SSP2;Cuba;2040-2045;Female;85.8
SSP2;Cuba;2045-2050;Female;86.9
SSP2;Cuba;2050-2055;Female;88.1
SSP2;Cuba;2055-2060;Female;89.2
SSP2;Cuba;2060-2065;Female;90.3
SSP2;Cuba;2065-2070;Female;91.4
SSP2;Cuba;2070-2075;Female;92.5
SSP2;Cuba;2075-2080;Female;94
SSP2;Cuba;2080-2085;Female;95.1
SSP2;Cuba;2085-2090;Female;96.1
SSP2;Cuba;2090-2095;Female;97.1
SSP2;Cuba;2095-2100;Female;98
SSP2;Curaçao;2020-2025;Female;80.2
SSP2;Curaçao;2025-2030;Female;81.2
SSP2;Curaçao;2030-2035;Female;81.8
SSP2;Curaçao;2035-2040;Female;82.5
SSP2;Curaçao;2040-2045;Female;83.1
SSP2;Curaçao;2045-2050;Female;83.8
SSP2;Curaçao;2050-2055;Female;84.5
